This file was created by CMPT_ME_BEME_RETS_WEEKLY using the 202007 CRSP database.
The Tbill return is the weekly rate that, over four weeks, 
compounds to 1-month TBill rate from Ibbotson and Associates Inc.

,Mkt-RF,SMB,HML,RF
19560615,    2.69,   -0.44,    0.04,   0.050
19560622,    0.38,   -0.03,   -0.40,   0.050
19560629,    0.88,   -0.21,   -0.41,   0.050
19560706,    1.90,   -0.81,   -0.53,   0.054
19560713,    1.25,    0.26,    0.48,   0.054
19560720,    1.21,   -0.70,   -0.05,   0.054
19560727,   -0.30,   -0.20,    0.06,   0.054
19560803,    1.16,   -0.15,   -0.81,   0.041
19560810,   -0.40,    0.30,   -0.11,   0.041
19560817,   -0.54,    0.44,   -0.27,   0.041
19560824,   -1.56,    0.75,    0.22,   0.041
19560831,   -1.22,    0.36,    0.30,   0.041
19560907,    0.68,    0.22,   -0.69,   0.046
19560914,   -1.36,   -0.05,    1.08,   0.046
19560921,   -1.49,    0.72,    0.88,   0.046
19560928,   -3.03,    0.73,    0.56,   0.046
19561005,    1.99,   -0.51,   -0.35,   0.062
19561012,    0.97,   -0.06,   -0.15,   0.062
19561019,   -0.94,    0.26,    1.35,   0.062
19561026,   -0.09,   -0.04,   -0.37,   0.062
19561102,    1.17,   -0.59,   -0.62,   0.051
19561109,   -0.47,    0.43,   -0.48,   0.051
19561116,   -0.77,    0.47,    1.91,   0.051
19561123,   -0.93,   -0.18,    0.17,   0.051
19561130,   -0.03,   -0.15,    0.16,   0.051
19561207,    3.26,   -1.16,   -0.86,   0.059
19561214,   -0.52,    1.56,   -0.46,   0.059
19561221,   -0.34,   -0.03,   -0.16,   0.059
19561228,    0.39,   -0.27,   -0.50,   0.059
19570104,    0.56,    0.56,    1.43,   0.067
19570111,   -0.52,    1.91,    1.31,   0.067
19570118,   -3.37,    0.92,    0.03,   0.067
19570125,    0.27,    0.02,   -0.30,   0.067
19570201,   -0.59,   -0.17,    0.12,   0.060
19570208,   -2.06,   -0.02,   -0.25,   0.060
19570215,    0.53,   -0.49,   -0.46,   0.060
19570221,    0.02,   -0.06,   -0.58,   0.060
19570301,    0.73,   -0.57,    0.66,   0.058
19570308,    0.80,    0.06,   -0.84,   0.058
19570315,    0.22,    0.57,    0.22,   0.058
19570322,   -0.05,    0.35,    0.23,   0.058
19570329,    0.23,   -0.28,   -0.02,   0.058
19570405,    0.76,   -0.14,   -0.63,   0.063
19570412,    1.69,   -0.45,   -0.44,   0.063
19570418,    0.84,   -0.38,   -0.22,   0.063
19570426,    0.37,   -0.65,    0.60,   0.063
19570503,    1.70,   -0.29,   -1.34,   0.064
19570510,    0.66,    0.32,   -0.85,   0.064
19570517,    1.23,   -0.31,   -0.16,   0.064
19570524,    0.03,   -0.60,    0.16,   0.064
19570531,    0.22,   -0.11,   -0.57,   0.064
19570607,    0.36,   -0.34,   -0.34,   0.060
19570614,    0.90,   -0.07,    0.07,   0.060
19570621,   -2.33,    1.22,   -0.22,   0.060
19570628,    0.35,   -0.28,    0.48,   0.060
19570705,    2.60,   -1.00,   -0.88,   0.074
19570712,    0.79,   -0.79,    0.82,   0.074
19570719,   -1.10,    0.65,   -0.17,   0.074
19570726,   -0.62,   -0.04,    0.73,   0.074
19570802,   -1.33,    0.40,    0.25,   0.063
19570809,   -1.43,    0.34,   -0.20,   0.063
19570816,   -2.13,    0.04,    0.37,   0.063
19570823,   -2.69,   -0.11,    0.58,   0.063
19570830,    1.40,   -0.20,   -1.66,   0.063
19570906,   -1.05,    0.73,    0.12,   0.064
19570913,    0.20,   -0.31,   -0.38,   0.064
19570920,   -2.37,    0.24,    0.60,   0.064
19570927,   -2.56,   -0.21,    0.11,   0.064
19571004,    0.56,   -0.91,    0.84,   0.072
19571011,   -5.07,   -0.85,    0.25,   0.072
19571018,   -1.71,   -0.31,   -0.60,   0.072
19571025,    0.42,   -0.75,   -1.78,   0.072
19571101,   -0.27,    0.49,   -0.13,   0.069
19571108,   -0.33,    1.08,   -1.21,   0.069
19571115,    0.52,   -0.13,   -0.16,   0.069
19571122,    1.35,   -0.50,   -0.78,   0.069
19571129,    2.20,   -0.72,   -0.81,   0.069
19571206,   -0.89,    0.62,   -1.05,   0.060
19571213,   -1.17,   -0.79,    0.62,   0.060
19571220,   -3.07,   -0.13,   -0.01,   0.060
19571227,    0.71,   -0.36,   -1.16,   0.060
19580103,    2.79,    0.66,    1.97,   0.069
19580110,   -1.14,    2.20,    0.21,   0.069
19580117,    1.88,    0.02,    0.99,   0.069
19580124,    1.54,    0.95,    0.00,   0.069
19580131,   -0.04,   -0.10,    0.64,   0.069
19580207,    0.33,    0.13,   -0.18,   0.030
19580214,   -0.84,    0.06,    0.71,   0.030
19580221,   -1.01,    0.72,   -0.03,   0.030
19580228,   -0.02,   -0.21,   -0.21,   0.030
19580307,    2.92,   -0.45,   -0.99,   0.024
19580314,    0.79,    0.23,    0.34,   0.024
19580321,    0.21,    0.60,   -0.05,   0.024
19580328,   -0.34,    0.21,   -0.20,   0.024
19580403,   -1.73,    0.03,    0.44,   0.020
19580411,    0.72,    0.21,    1.11,   0.020
19580418,    2.14,   -0.81,    0.32,   0.020
19580425,    1.51,    0.14,   -0.48,   0.020
19580502,    0.69,   -0.03,   -0.26,   0.027
19580509,    0.98,    0.00,    0.65,   0.027
19580516,   -1.13,    1.05,   -0.04,   0.027
19580523,    1.32,    1.03,   -0.55,   0.027
19580529,    0.57,   -0.06,   -0.09,   0.027
19580606,    1.28,   -0.35,    0.11,   0.007
19580613,    0.95,   -0.24,   -0.09,   0.007
19580620,   -0.28,    0.11,    0.22,   0.007
19580627,    0.33,    0.49,    0.49,   0.007
19580703,    1.18,   -0.11,   -0.33,   0.017
19580711,    0.55,   -0.54,    0.56,   0.017
19580718,    0.22,   -0.62,    1.10,   0.017
19580725,    2.57,    0.64,    0.50,   0.017
19580801,    1.20,    0.81,    1.29,   0.011
19580808,    1.24,   -0.54,    0.38,   0.011
19580815,   -0.89,    0.62,   -0.46,   0.011
19580822,    0.58,    0.54,    0.20,   0.011
19580829,    0.22,    0.53,   -0.14,   0.011
19580905,    0.60,    0.65,   -0.69,   0.048
19580912,    1.05,    0.13,    0.13,   0.048
19580919,    1.65,   -0.92,    2.44,   0.048
19580926,    0.44,    0.32,    0.39,   0.048
19581003,    1.30,   -0.28,    0.73,   0.046
19581010,    1.81,   -0.41,   -0.14,   0.046
19581017,    0.10,    0.83,   -2.02,   0.046
19581024,   -1.03,    0.64,    1.26,   0.046
19581031,    1.10,    0.17,   -0.36,   0.046
19581107,    1.94,   -0.83,   -0.66,   0.027
19581114,    1.75,    0.68,   -0.19,   0.027
19581121,   -0.58,    1.32,   -1.16,   0.027
19581128,   -0.11,    0.81,    0.76,   0.027
19581205,    0.18,    0.59,   -0.65,   0.056
19581212,    1.46,   -0.38,   -0.23,   0.056
19581219,    1.35,   -1.55,   -0.03,   0.056
19581224,    0.17,   -0.18,    0.79,   0.056
19590102,    2.20,   -0.47,    0.94,   0.051
19590109,    0.70,    0.04,    1.17,   0.051
19590116,    0.26,    0.96,    1.62,   0.051
19590123,    0.40,    1.00,   -0.28,   0.051
19590130,   -1.06,    0.98,   -0.35,   0.051
19590206,   -1.53,    0.07,    0.51,   0.047
19590213,    0.32,    0.83,    0.61,   0.047
19590220,    2.17,    0.16,    0.77,   0.047
19590227,    0.03,    0.46,   -0.86,   0.047
19590306,    1.38,   -0.17,   -0.38,   0.054
19590313,    1.00,    0.66,    1.14,   0.054
19590320,   -0.42,    1.15,   -0.75,   0.054
19590326,   -1.03,    0.19,   -0.42,   0.054
19590403,    1.04,   -1.03,    0.47,   0.050
19590410,   -0.31,    0.03,    0.81,   0.050
19590417,    2.76,   -1.30,   -0.50,   0.050
19590424,   -0.08,    1.03,   -1.96,   0.050
19590501,   -0.34,    0.61,    0.08,   0.055
19590508,   -0.43,    0.22,   -0.82,   0.055
19590515,    1.35,   -1.07,    1.33,   0.055
19590522,    0.25,   -0.93,    1.34,   0.055
19590529,    0.41,   -0.82,    0.06,   0.055
19590605,   -1.98,    0.47,   -0.14,   0.061
19590612,   -0.39,    0.05,    1.40,   0.061
19590619,   -0.11,    0.43,    0.25,   0.061
19590626,    1.32,   -0.36,   -0.33,   0.061
19590702,    2.19,   -0.23,    0.18,   0.063
19590710,    0.96,   -0.67,    0.90,   0.063
19590717,   -1.15,    1.50,   -1.11,   0.063
19590724,    0.80,    0.42,    0.04,   0.063
19590731,    1.23,   -1.38,    0.01,   0.063
19590807,   -1.09,   -0.36,    0.92,   0.046
19590814,   -0.86,    0.22,   -0.39,   0.046
19590821,   -0.36,   -0.09,   -0.31,   0.046
19590828,    0.71,   -0.30,    0.16,   0.046
19590904,   -1.58,   -0.62,   -0.02,   0.077
19590911,   -2.02,    0.13,    0.29,   0.077
19590918,   -2.46,   -0.06,   -0.71,   0.077
19590925,    1.17,    0.05,    0.28,   0.077
19591002,    0.75,    0.32,    0.59,   0.075
19591009,   -0.21,    0.95,   -0.48,   0.075
19591016,    0.57,   -0.11,    0.37,   0.075
19591023,   -1.22,    0.60,   -0.51,   0.075
19591030,    1.57,   -0.46,   -1.23,   0.075
19591106,    0.33,   -0.07,   -0.19,   0.064
19591113,   -1.11,    1.59,   -0.90,   0.064
19591120,    0.22,    0.08,   -0.82,   0.064
19591127,    1.22,   -0.18,   -1.25,   0.064
19591204,    1.89,    0.11,   -0.28,   0.084
19591211,    0.09,    0.12,    0.57,   0.084
19591218,    0.40,   -0.41,    0.36,   0.084
19591224,   -0.28,    0.63,   -0.34,   0.084
19591231,    1.24,   -1.16,   -0.47,   0.084
19600108,   -0.71,    0.91,    1.78,   0.083
19600115,   -1.70,    1.05,    1.13,   0.083
19600122,   -1.62,    0.48,    0.11,   0.083
19600129,   -3.12,   -0.24,   -0.08,   0.083
19600205,    0.63,   -0.76,   -0.51,   0.072
19600212,   -0.77,    0.23,    0.57,   0.072
19600219,    1.33,    0.01,   -0.68,   0.072
19600226,    0.07,    1.06,   -0.80,   0.072
19600304,   -2.85,   -0.34,   -1.66,   0.087
19600311,   -0.59,    0.30,    0.27,   0.087
19600318,    1.37,    0.15,   -0.53,   0.087
19600325,    1.61,   -1.02,   -0.46,   0.087
19600401,   -1.01,    0.44,   -1.16,   0.049
19600408,    1.59,   -0.65,   -0.40,   0.049
19600414,    0.04,    0.08,   -0.73,   0.049
19600422,   -1.61,    0.73,   -0.40,   0.049
19600429,   -1.90,    0.20,   -0.57,   0.049
19600506,    0.80,   -0.22,   -0.99,   0.068
19600513,    1.19,    0.61,   -0.83,   0.068
19600520,    0.94,   -0.48,    0.36,   0.068
19600527,   -0.03,    1.44,   -1.18,   0.068
19600603,    0.86,   -1.05,   -0.55,   0.060
19600610,    3.03,   -1.03,    0.58,   0.060
19600617,   -0.70,    1.06,   -1.15,   0.060
19600624,    0.34,   -0.36,    1.04,   0.060
19600701,   -1.02,    0.96,   -1.02,   0.033
19600708,    0.51,   -0.53,    0.66,   0.033
19600715,   -2.25,    0.19,    1.24,   0.033
19600722,   -2.29,    0.25,    0.77,   0.033
19600729,    1.45,   -0.66,   -0.38,   0.033
19600805,   -0.06,   -0.10,    0.04,   0.041
19600812,    2.28,    0.18,    0.50,   0.041
19600819,    0.82,    0.02,   -0.32,   0.041
19600826,    0.97,    0.02,    0.36,   0.041
19600902,   -0.92,    1.03,   -0.95,   0.039
19600909,   -1.57,   -0.15,    0.57,   0.039
19600916,   -1.81,   -0.45,    0.39,   0.039
19600923,   -2.26,    0.05,    0.10,   0.039
19600930,   -0.61,   -0.78,    0.65,   0.039
19601007,    0.81,   -1.10,    0.54,   0.054
19601014,    1.45,   -0.90,    0.59,   0.054
19601021,   -2.86,   -0.16,    1.26,   0.054
19601028,    0.02,   -1.43,    0.27,   0.054
19601104,    2.73,   -1.12,    0.23,   0.033
19601111,    1.79,    0.58,   -0.98,   0.033
19601118,    0.18,   -0.14,   -0.66,   0.033
19601125,    0.81,    0.51,   -1.47,   0.033
19601202,   -1.19,    0.86,   -0.07,   0.039
19601209,    2.34,   -0.59,   -0.23,   0.039
19601216,    1.15,    0.14,   -0.95,   0.039
19601223,    0.31,   -0.57,    0.29,   0.039
19601230,    1.06,   -0.95,    0.50,   0.039
19610106,    0.69,    1.24,    1.85,   0.047
19610113,    1.86,    0.53,    1.08,   0.047
19610120,    0.76,    0.52,    0.86,   0.047
19610127,    1.86,   -1.06,   -0.25,   0.047
19610203,    1.71,    0.21,   -0.23,   0.036
19610210,   -0.70,    1.46,    0.50,   0.036
19610217,    1.13,    0.89,    0.57,   0.036
19610224,    1.31,    0.74,   -1.11,   0.036
19610303,    1.73,    0.27,   -1.26,   0.051
19610310,   -0.37,    1.49,   -0.41,   0.051
19610317,    1.79,    0.29,   -0.47,   0.051
19610324,   -0.28,    0.08,    1.07,   0.051
19610330,    0.97,    1.06,   -0.39,   0.051
19610407,    1.27,   -0.69,    0.49,   0.044
19610414,    0.63,   -0.01,    0.00,   0.044
19610421,   -0.82,    1.24,    0.67,   0.044
19610428,   -0.78,   -0.47,    0.96,   0.044
19610505,    1.90,    0.32,    0.21,   0.044
19610512,    0.17,    1.49,   -0.56,   0.044
19610519,    1.15,   -0.82,    0.77,   0.044
19610526,   -0.95,    1.30,   -0.02,   0.044
19610602,    0.27,   -0.78,   -0.82,   0.050
19610609,   -0.10,   -0.90,    0.03,   0.050
19610616,   -2.24,   -0.38,   -0.51,   0.050
19610623,   -0.13,   -0.84,    0.23,   0.050
19610630,   -0.82,    0.15,    0.67,   0.050
19610707,    1.69,    0.28,   -0.58,   0.046
19610714,   -0.85,   -0.82,    0.63,   0.046
19610721,   -0.77,   -0.68,   -0.24,   0.046
19610728,    2.65,   -0.58,    0.14,   0.046
19610804,    1.54,   -0.72,    0.34,   0.035
19610811,    0.87,   -0.52,   -0.72,   0.035
19610818,    0.39,   -0.17,    0.32,   0.035
19610825,   -0.86,   -0.37,    0.23,   0.035
19610901,    0.92,    0.13,   -0.78,   0.042
19610908,   -0.59,   -0.99,    0.12,   0.042
19610915,   -0.50,    0.23,   -0.30,   0.042
19610922,   -1.36,   -0.58,    0.75,   0.042
19610929,    0.08,    0.06,   -0.95,   0.042
19611006,    1.74,   -0.39,    0.18,   0.046
19611013,    0.10,   -0.01,    0.26,   0.046
19611020,    0.54,   -0.52,   -0.12,   0.046
19611027,   -0.21,   -0.54,   -0.40,   0.046
19611103,    1.68,   -0.12,   -0.07,   0.039
19611110,    2.38,    0.40,   -0.90,   0.039
19611117,    0.84,    0.27,   -1.19,   0.039
19611124,    0.40,    0.58,    0.35,   0.039
19611201,    0.03,   -0.08,    0.90,   0.047
19611208,    0.31,   -0.79,    0.62,   0.047
19611215,   -0.24,   -0.58,    0.28,   0.047
19611222,   -1.51,    0.79,    0.76,   0.047
19611229,    0.69,   -0.41,   -0.01,   0.047
19620105,   -2.73,    1.17,    2.47,   0.060
19620112,   -0.04,    0.24,    0.78,   0.060
19620119,   -1.18,    1.04,    0.70,   0.060
19620126,   -0.94,   -0.21,    0.80,   0.060
19620202,    2.30,   -1.28,    0.60,   0.050
19620209,    1.17,   -0.03,   -0.27,   0.050
19620216,    0.12,    0.08,    0.85,   0.050
19620223,   -0.62,   -0.33,    0.38,   0.050
19620302,    0.05,    0.23,   -0.41,   0.051
19620309,    0.35,    0.59,   -1.02,   0.051
19620316,    0.74,   -0.28,   -0.38,   0.051
19620323,   -0.74,    0.29,   -0.29,   0.051
19620330,   -1.29,   -0.25,    0.14,   0.051
19620406,   -1.17,   -0.04,   -0.07,   0.056
19620413,   -1.61,   -0.54,    0.11,   0.056
19620419,    1.13,   -0.33,    0.42,   0.056
19620427,   -3.39,    0.22,   -0.31,   0.056
19620504,   -0.11,   -0.50,   -0.02,   0.060
19620511,   -5.30,   -0.53,    1.30,   0.060
19620518,    1.69,   -0.35,    0.16,   0.060
19620525,   -6.99,   -1.45,    1.34,   0.060
19620601,   -0.02,   -0.40,    0.10,   0.049
19620608,   -1.73,   -0.17,    0.74,   0.049
19620615,   -4.39,   -1.36,    1.61,   0.049
19620622,   -5.89,    0.64,    0.73,   0.049
19620629,    3.84,   -0.07,   -0.64,   0.049
19620706,    2.71,   -0.59,   -0.46,   0.066
19620713,    3.17,    2.95,   -1.85,   0.066
19620720,   -1.79,   -0.46,    0.29,   0.066
19620727,    0.45,   -0.35,   -0.48,   0.066
19620803,    1.46,    0.05,   -0.74,   0.059
19620810,   -0.87,    0.09,    0.51,   0.059
19620817,    2.57,    0.62,   -1.70,   0.059
19620824,    1.15,    0.30,   -0.22,   0.059
19620831,   -0.56,    0.12,    0.06,   0.059
19620907,   -1.30,   -0.32,    0.74,   0.052
19620914,    0.80,   -0.91,   -0.39,   0.052
19620921,   -2.09,   -0.60,   -0.28,   0.052
19620928,   -2.69,   -0.72,    1.22,   0.052
19621005,    1.29,   -1.10,   -0.09,   0.064
19621012,   -0.19,   -0.17,    0.10,   0.064
19621019,   -2.61,   -1.01,    0.67,   0.064
19621026,   -2.16,   -1.72,    1.30,   0.064
19621102,    5.88,   -0.12,   -1.40,   0.050
19621109,    2.11,    0.72,    1.12,   0.050
19621116,    2.43,    0.85,    0.16,   0.050
19621123,    2.39,   -0.49,    0.58,   0.050
19621130,    1.40,    1.49,   -0.36,   0.050
19621207,    1.36,   -0.75,   -0.98,   0.058
19621214,   -0.97,   -1.28,    0.44,   0.058
19621221,   -0.03,   -1.41,    0.24,   0.058
19621228,    0.42,   -0.23,    0.28,   0.058
19630104,    2.02,    2.46,    0.40,   0.063
19630111,    1.24,    0.58,    0.34,   0.063
19630118,    0.45,    0.28,    0.29,   0.063
19630125,    1.04,    0.36,    0.68,   0.063
19630201,    0.48,   -0.84,    1.03,   0.057
19630208,   -0.05,   -0.14,    0.30,   0.057
19630215,    0.44,    0.36,    1.14,   0.057
19630221,   -0.67,   -0.11,    0.35,   0.057
19630301,   -2.62,    0.03,    0.26,   0.057
19630308,    1.77,   -0.89,    0.27,   0.057
19630315,    0.70,   -0.98,    0.44,   0.057
19630322,    0.36,   -0.47,    0.71,   0.057
19630329,    0.56,    0.06,    0.46,   0.057
19630405,    2.23,   -0.95,    0.05,   0.063
19630411,    0.63,   -0.16,    0.31,   0.063
19630419,    0.78,   -0.36,    0.79,   0.063
19630426,    0.66,    0.25,   -0.10,   0.063
19630503,    0.44,    0.11,   -0.09,   0.061
19630510,    0.83,    0.73,   -0.38,   0.061
19630517,   -0.15,    0.85,    1.34,   0.061
19630524,   -0.33,    0.32,    1.03,   0.061
19630531,    1.03,   -0.98,    0.45,   0.061
19630607,   -0.52,    0.03,    0.30,   0.057
19630614,   -0.17,    0.40,   -1.06,   0.057
19630621,    0.03,    0.31,    0.83,   0.057
19630628,   -1.34,   -0.98,    0.65,   0.057
19630705,    1.14,   -0.22,   -0.43,   0.067
19630712,   -0.65,    0.40,   -0.49,   0.067
19630719,   -1.78,    0.01,    0.27,   0.067
19630726,    0.07,   -0.43,   -0.19,   0.067
19630802,    1.03,   -0.70,    0.01,   0.062
19630809,    1.72,   -0.87,    0.26,   0.062
19630816,    1.39,   -0.45,    1.08,   0.062
19630823,    0.51,    0.60,   -0.27,   0.062
19630830,    1.12,    0.14,    0.47,   0.062
19630906,    0.41,   -0.01,    0.10,   0.068
19630913,    0.33,   -0.18,    0.34,   0.068
19630920,    0.01,   -0.43,    0.27,   0.068
19630927,   -1.72,    0.12,   -0.73,   0.068
19631004,    0.81,   -0.42,    1.25,   0.073
19631011,   -0.77,    0.82,    0.40,   0.073
19631018,    1.33,   -0.20,   -0.01,   0.073
19631025,    0.71,   -0.07,   -1.24,   0.073
19631101,   -0.39,   -0.29,   -0.13,   0.068
19631108,   -0.34,    0.00,    0.70,   0.068
19631115,   -1.27,    1.13,   -0.24,   0.068
19631122,   -4.00,   -1.63,   -0.14,   0.068
19631129,    5.14,   -0.81,    1.34,   0.068
19631206,    0.97,   -0.81,   -0.09,   0.073
19631213,   -0.06,   -0.43,    0.17,   0.073
19631220,   -0.03,   -1.56,    0.28,   0.073
19631227,    0.24,    0.77,   -0.28,   0.073
19640103,    1.41,    0.82,    0.68,   0.074
19640110,    0.86,    0.23,    0.18,   0.074
19640117,    0.17,   -0.10,    0.62,   0.074
19640124,    0.64,   -0.39,    0.28,   0.074
19640131,   -0.29,   -0.72,   -0.40,   0.074
19640207,    0.39,   -0.12,    0.03,   0.066
19640214,    0.54,    0.36,   -0.01,   0.066
19640220,    0.24,   -0.24,    1.56,   0.066
19640228,    0.36,    0.12,    1.20,   0.066
19640306,    0.59,    0.15,    0.19,   0.078
19640313,    0.95,   -0.65,    1.14,   0.078
19640320,   -0.19,    0.28,    0.65,   0.078
19640326,    0.32,    0.80,    1.51,   0.078
19640403,    0.83,    0.41,    0.29,   0.073
19640410,   -0.08,    1.09,   -0.05,   0.073
19640417,    0.68,   -0.91,   -0.70,   0.073
19640424,   -1.06,   -0.89,   -0.49,   0.073
19640501,    0.22,   -0.93,    0.55,   0.064
19640508,    1.09,   -0.85,    1.41,   0.064
19640515,    0.07,    0.03,   -0.20,   0.064
19640522,   -0.23,    0.27,   -0.05,   0.064
19640528,   -0.30,   -0.20,    0.47,   0.064
19640605,   -1.73,   -0.38,   -0.02,   0.076
19640612,    0.53,    0.08,   -0.17,   0.076
19640619,    1.59,   -0.18,    0.73,   0.076
19640626,    0.67,    0.21,    0.48,   0.076
19640702,    1.20,   -0.31,    0.16,   0.074
19640710,    0.89,    0.06,    0.39,   0.074
19640717,    0.76,   -0.05,   -0.31,   0.074
19640724,   -0.54,    0.53,    0.07,   0.074
19640731,   -0.40,   -0.13,    0.43,   0.074
19640807,   -1.52,   -0.35,   -0.02,   0.071
19640814,    0.68,    0.57,    0.10,   0.071
19640821,   -0.33,   -0.16,   -0.14,   0.071
19640828,   -0.08,   -0.19,    0.06,   0.071
19640904,    0.92,    0.09,    0.45,   0.070
19640911,    0.70,   -0.59,    0.86,   0.070
19640918,    0.03,   -0.04,    0.51,   0.070
19640925,    0.73,    0.18,   -0.25,   0.070
19641002,    0.12,   -0.05,    0.03,   0.073
19641009,    0.83,   -0.45,    0.90,   0.073
19641016,   -0.37,    0.28,    0.32,   0.073
19641023,    0.35,    0.28,    0.52,   0.073
19641030,   -0.34,    0.58,   -0.79,   0.073
19641106,    0.57,   -0.49,   -0.73,   0.072
19641113,    0.10,    0.51,   -0.16,   0.072
19641120,    1.21,   -0.34,   -0.86,   0.072
19641127,   -1.02,    0.72,   -0.16,   0.072
19641204,   -1.03,    0.00,   -0.39,   0.078
19641211,   -0.87,   -0.30,   -0.59,   0.078
19641218,    0.62,    0.20,   -0.55,   0.078
19641224,   -0.21,    0.27,   -0.54,   0.078
19641231,    0.61,   -0.23,   -0.56,   0.078
19650108,    0.95,    1.55,    0.23,   0.071
19650115,    1.04,    0.32,    0.34,   0.071
19650122,    0.57,   -0.16,    0.04,   0.071
19650129,    0.93,    0.87,   -0.49,   0.071
19650205,   -0.02,    1.15,   -0.57,   0.074
19650212,   -1.18,    0.70,    0.21,   0.074
19650219,    0.25,    1.52,    0.27,   0.074
